ip,asn,isp,country
3.134.216.108,,Amazon Technologies Inc.,US
3.248.100.24,,Amazon Technologies Inc.,US
3.250.223.95,,Amazon Technologies Inc.,US
3.252.154.197,,Amazon Technologies Inc.,US
3.65.40.6,,Amazon Technologies Inc.,US
3.71.16.240,,Amazon Technologies Inc.,US
3.99.208.140,,Amazon Technologies Inc.,US
31.130.35.29,,,
31.131.141.209,,,
31.14.32.8,,,
31.141.204.118,,,
31.141.216.143,,,
31.15.169.73,,,
31.171.130.122,,,
31.173.2.172,,,
31.173.2.182,,,
31.173.67.146,,,
31.173.7.233,,,
31.186.218.215,,,
31.193.137.190,,,
31.206.205.232,,,
31.207.200.4,,,
31.208.108.219,,,
31.208.22.146,,,
31.208.53.84,,,
31.208.54.221,,,
31.208.90.70,,,
31.22.100.176,,,
31.220.72.93,,,
31.220.76.37,,,
31.220.95.64,,,
31.222.12.1,,,
31.222.6.125,,,
31.223.146.118,,,
31.223.92.175,,,
31.28.251.169,,,
31.41.81.65,,,
31.41.84.98,,,
31.56.196.120,,,
31.56.197.158,,,
31.57.184.107,,,
31.57.63.12,,,
31.57.63.122,,,
31.58.137.104,,,
31.59.102.138,,,
31.59.105.179,,,
31.59.89.180,,,
31.97.18.171,,,
32.221.79.37,,Southern New England Telephone Company and SNET America, Inc.,US
34.0.13.61,,Google LLC,US
34.101.189.231,,Google LLC,US
34.105.27.197,,Google LLC,US
34.11.190.20,,Google LLC,US
34.122.129.31,,Google LLC,US
34.123.134.194,,Google LLC,US
34.124.213.151,,Google LLC,US
34.124.235.136,,Google LLC,US
34.128.122.6,,Google LLC,US
34.128.77.56,,Google LLC,US
34.131.211.42,,Google LLC,US
34.131.63.3,,Google LLC,US
34.132.15.233,,Google LLC,US
34.135.200.178,,Google LLC,US
34.136.21.48,,Google LLC,US
34.136.71.142,,Google LLC,US
34.141.201.93,,Google LLC,US
34.142.110.144,,Google LLC,US
34.144.177.139,,Google LLC,US
34.145.188.145,,Google LLC,US
34.146.217.105,,Google LLC,US
34.148.159.117,,Google LLC,US
34.158.126.33,,Google LLC,US
34.16.107.215,,Google LLC,US
34.162.198.249,,Google LLC,US
34.165.225.60,,Google LLC,US
34.168.119.169,,Google LLC,US
34.169.193.202,,Google LLC,US
34.173.178.174,,Google LLC,US
34.175.118.185,,Google LLC,US
34.182.127.164,,Google LLC,US
34.182.205.50,,Google LLC,US
34.186.34.68,,Google LLC,US
34.19.127.199,,Google LLC,US
34.19.93.70,,Google LLC,US
34.21.87.139,,Google LLC,US
34.219.209.38,,Amazon Technologies Inc.,US
34.23.0.238,,Google LLC,US
34.23.42.151,,Google LLC,US
34.29.104.32,,Google LLC,US
34.30.92.68,,Google LLC,US
34.34.185.236,,Google LLC,US
34.39.17.33,,Google LLC,US
34.41.211.48,,Google LLC,US
34.42.41.34,,Google LLC,US
34.46.243.112,,Google LLC,US
34.48.164.33,,Google LLC,US
34.56.17.165,,Google LLC,US
34.66.173.108,,Google LLC,US
34.67.115.220,,Google LLC,US
34.69.0.72,,Google LLC,US
34.71.208.184,,Google LLC,US
34.71.220.90,,Google LLC,US
34.71.30.159,,Google LLC,US
34.74.152.120,,Google LLC,US
34.75.220.205,,Google LLC,US
34.77.99.106,,Google LLC,US
34.78.29.97,,Google LLC,US
34.81.72.185,,Google LLC,US
34.83.114.170,,Google LLC,US
34.85.163.94,,Google LLC,US
34.86.213.47,,Google LLC,US
34.88.165.24,,Google LLC,US
34.90.210.134,,Google LLC,US
34.91.0.68,,Google LLC,US
34.91.248.132,,Google LLC,US
34.92.247.119,,Google LLC,US
34.93.128.179,,Google LLC,US
34.94.175.122,,Google LLC,US
34.95.197.36,,Google LLC,US
35.130.111.146,,Charter Communications LLC,US
35.130.111.98,,Charter Communications LLC,US
35.142.236.32,,Charter Communications LLC,US
35.146.123.76,,Charter Communications LLC,US
35.166.198.166,,Amazon Technologies Inc.,US
35.175.106.97,,Amazon Technologies Inc.,US
35.182.228.244,,Amazon Technologies Inc.,US
35.184.131.217,,Google LLC,US
35.186.186.214,,Google LLC,US
35.188.112.111,,Google LLC,US
35.188.113.8,,Google LLC,US
35.197.88.135,,Google LLC,US
35.199.177.134,,Google LLC,US
35.200.201.144,,Google LLC,US
35.200.237.19,,Google LLC,US
35.210.61.208,,Google LLC,US
35.221.42.180,,Google LLC,US
35.222.117.243,,Google LLC,US
35.223.209.149,,Google LLC,US
35.224.125.136,,Google LLC,US
35.225.56.202,,Google LLC,US
35.226.25.156,,Google LLC,US
35.227.44.3,,Google LLC,US
35.229.93.245,,Google LLC,US
35.231.14.185,,Google LLC,US
35.231.222.7,,Google LLC,US
35.237.202.168,,Google LLC,US
35.237.94.18,,Google LLC,US
35.240.174.82,,Google LLC,US
35.240.75.51,,Google LLC,US
35.245.154.175,,Google LLC,US
36.103.199.242,,CHINANET ningxia province network,CN
36.104.145.245,,CHINANET Zhejiang province network,CN
36.110.172.218,,CHINANET Beijing Province Network,CN
36.111.148.157,,CHINANET Zhejiang province network,CN
36.112.133.74,,CHINANET Beijing province network,CN
36.132.228.123,AS9808,China Mobile Communications Corporation,CN
36.132.36.134,AS9808,China Mobile Communications Corporation,CN
36.134.126.74,AS9808,China Mobile Communications Corporation,CN
36.134.147.79,AS9808,China Mobile Communications Corporation,CN
36.134.203.156,AS9808,China Mobile Communications Corporation,CN
36.134.34.142,AS9808,China Mobile Communications Corporation,CN
36.135.100.48,AS9808,China Mobile Communications Corporation,CN
36.135.103.30,AS9808,China Mobile Communications Corporation,CN
36.135.107.57,AS9808,China Mobile Communications Corporation,CN
36.135.62.103,AS9808,China Mobile Communications Corporation,CN
36.135.62.79,AS9808,China Mobile Communications Corporation,CN
36.135.62.95,AS9808,China Mobile Communications Corporation,CN
36.135.62.97,AS9808,China Mobile Communications Corporation,CN
36.135.92.36,AS9808,China Mobile Communications Corporation,CN
36.135.93.37,AS9808,China Mobile Communications Corporation,CN
36.137.38.119,AS9808,China Mobile Communications Corporation,CN
36.139.125.223,AS9808,China Mobile Communications Corporation,CN
36.139.195.181,AS9808,China Mobile Communications Corporation,CN
36.140.173.223,AS9808,China Mobile Communications Corporation,CN
36.144.74.29,AS9808,China Mobile Communications Corporation,CN
36.144.74.39,AS9808,China Mobile Communications Corporation,CN
36.150.51.3,AS9808,China Mobile Communications Corporation,CN
36.153.164.122,AS9808,China Mobile Communications Corporation,CN
36.153.189.66,AS9808,China Mobile Communications Corporation,CN
36.154.134.146,AS9808,China Mobile Communications Corporation,CN
36.154.237.94,AS9808,China Mobile Communications Corporation,CN
36.212.31.122,AS9394,China Mobile Communications Group Co., Ltd.,CN
36.230.44.221,,Data Communication Business Group,,TW
36.230.59.242,,Data Communication Business Group,,TW
36.249.60.142,AS4837,Quanzhou city, fujian provincial network of UNICOM,CN
36.249.98.23,AS4837,Quanzhou city, fujian provincial network of UNICOM,CN
36.255.220.44,,Abuse please contact:unoc@ucloud.cn ，unom@ucloud.cn，hegui@ucloud.cn,CN
36.255.223.75,,Abuse please contact:unoc@ucloud.cn ，unom@ucloud.cn，hegui@ucloud.cn,CN
36.255.3.203,AS18229,Mira Consulting,IN
36.255.98.2,AS43260,Cyber Security SG,SG
36.26.74.162,,CHINANET-ZJ network,CN
36.27.94.12,,CHINANET-ZJ Hangzhou node network,CN
36.33.167.165,AS4837,China Unicom AnHui province network,CN
36.37.194.191,AS38623,VIETTEL (CAMBODIA) PTE., LTD.,KH
36.37.203.28,AS38623,VIETTEL (CAMBODIA) PTE., LTD.,KH
36.39.140.2,,LG HELLOVISION CORP.,KR
36.41.173.197,,CHINANET SHAANXI PROVINCE NETWORK,CN
36.41.186.9,,CHINANET SHAANXI PROVINCE NETWORK,CN
36.42.67.114,,CHINANET SHAANXI PROVINCE NETWORK,CN
36.50.176.13,AS151858,DATA SECURITY SOLUTIONS LIMITED,VN
36.50.177.119,AS151858,DATA SECURITY SOLUTIONS LIMITED,VN
36.50.54.62,AS151858,INTERDIGI JOINT STOCK COMPANY,VN
36.62.231.171,,CHINANET Anhui province network,CN
36.64.162.195,AS17974,PT TELKOM INDONESIA Menara Multimedia Lt.7 Jl. Kebon sirih No.12 JAKARTA,ID
36.64.190.82,AS17974,PT TELKOM INDONESIA Menara Multimedia Lt.7 Jl. Kebon sirih No.12 JAKARTA,ID
36.64.68.99,AS17974,PT TELKOM INDONESIA Menara Multimedia Lt.7 Jl. Kebon sirih No.12 JAKARTA,ID
36.69.144.192,AS7713,PT TELKOM INDONESIA,ID
36.71.181.15,AS7713,PT TELKOM INDONESIA,ID
36.71.188.149,AS7713,PT TELKOM INDONESIA,ID
36.76.83.99,AS7713,PT TELKOM INDONESIA Menara Multimedia Lt.7 Jl. Kebon sirih No.12 JAKARTA,ID
36.81.168.13,AS17974,PT TELKOM INDONESIA Menara Multimedia Lt.7 Jl. Kebon sirih No.12 JAKARTA,ID
36.91.166.34,AS7713,PT Telekomunikasi Indonesia,ID
36.91.81.195,AS7713,PT Telekomunikasi Indonesia,ID
36.92.6.45,AS7713,PT Telekomunikasi Indonesia,ID
36.93.144.67,AS7713,PT Telekomunikasi Indonesia,ID
36.93.249.106,AS7713,PT Telekomunikasi Indonesia,ID
36.95.194.52,AS7713,PT Telekomunikasi Indonesia,ID
36.95.194.53,AS7713,PT Telekomunikasi Indonesia,ID
36.95.194.54,AS7713,PT Telekomunikasi Indonesia,ID
36.95.221.140,AS7713,PT Telekomunikasi Indonesia,ID
37.0.71.186,,,
37.110.113.113,,,
37.112.48.85,,,
37.120.213.13,,,
37.128.240.47,,,
37.140.254.198,,,
37.143.61.130,,,
37.143.61.140,,,
37.143.61.84,,,
37.150.87.223,,,
37.151.47.27,,,
37.187.139.201,,,
37.187.244.59,,,
37.19.216.146,,,
37.204.22.234,,,
37.211.171.222,,,
37.212.24.22,,,
37.221.131.252,,,
37.221.136.78,,,
37.221.140.254,,,
37.221.141.15,,,
37.221.147.236,,,
37.221.158.209,,,
37.221.158.210,,,
37.242.71.147,,,
37.243.68.41,,,
37.25.36.197,,,
37.39.55.250,,,
37.40.225.39,,,
37.53.224.204,,,
37.59.110.4,,,
37.60.253.103,,,
37.77.150.223,,,
38.108.83.2,,Cogent Communications, LLC,US
38.114.121.110,,Cogent Communications, LLC,US
38.12.30.135,,Cogent Communications, LLC,US
38.127.60.25,,Cogent Communications, LLC,US
38.133.213.104,,Cogent Communications, LLC,US
38.137.11.14,,Cogent Communications, LLC,US
38.148.99.59,,Cogent Communications, LLC,US
38.15.219.252,,Cogent Communications, LLC,US
38.156.234.22,,Cogent Communications, LLC,US
38.172.58.56,,Cogent Communications, LLC,US
38.178.190.42,,Cogent Communications, LLC,US
38.178.41.208,,Cogent Communications, LLC,US
38.180.165.12,,Cogent Communications, LLC,US
38.180.228.81,,Cogent Communications, LLC,US
38.183.51.14,,Cogent Communications, LLC,US
38.183.81.17,,Cogent Communications, LLC,US
38.19.156.18,,Cogent Communications, LLC,US
38.19.159.254,,Cogent Communications, LLC,US
38.210.214.176,,Cogent Communications, LLC,US
38.224.38.249,,Cogent Communications, LLC,US
38.225.246.1,,Cogent Communications, LLC,US
38.240.225.120,,Cogent Communications, LLC,US
38.242.145.53,,Cogent Communications, LLC,US
38.242.224.227,,Cogent Communications, LLC,US
38.25.22.69,,Cogent Communications, LLC,US
38.250.116.128,,Cogent Communications, LLC,US
38.250.116.234,,Cogent Communications, LLC,US
38.250.161.250,,Cogent Communications, LLC,US
38.253.239.21,,Cogent Communications, LLC,US
38.253.239.214,,Cogent Communications, LLC,US
38.254.187.107,,Cogent Communications, LLC,US
38.255.17.154,,Cogent Communications, LLC,US
38.52.135.248,,Cogent Communications, LLC,US
38.52.135.50,,Cogent Communications, LLC,US
38.60.91.176,,Cogent Communications, LLC,US
38.7.24.147,,Cogent Communications, LLC,US
38.76.161.183,,Cogent Communications, LLC,US
38.76.164.102,,Cogent Communications, LLC,US
38.76.201.103,,Cogent Communications, LLC,US
38.76.214.64,,Cogent Communications, LLC,US
38.77.198.26,,Cogent Communications, LLC,US
39.101.142.150,AS37963,Aliyun Computing Co., LTD,CN
39.103.62.164,AS37963,Aliyun Computing Co., LTD,CN
39.104.14.73,AS37963,Aliyun Computing Co., LTD,CN
39.104.72.244,AS37963,Aliyun Computing Co., LTD,CN
39.104.94.99,AS37963,Aliyun Computing Co., LTD,CN
39.105.221.253,AS37963,Aliyun Computing Co., LTD,CN
39.105.26.204,AS37963,Aliyun Computing Co., LTD,CN
39.106.113.35,AS37963,Aliyun Computing Co., LTD,CN
39.109.104.252,AS133115,YISU CLOUD LTD,HK
39.115.183.206,,SK Broadband Co Ltd,KR
39.117.79.36,,SK Broadband Co Ltd,KR
39.123.249.114,,SK Broadband Co Ltd,KR
39.123.39.38,,SK Broadband Co Ltd,KR
39.129.90.146,,China Mobile Communications Corporation,CN
39.130.131.132,,China Mobile Communications Corporation,CN
39.144.130.47,,China Mobile Communications Corporation,CN
39.144.78.144,,China Mobile Communications Corporation,CN
39.150.96.173,,China Mobile Communications Corporation,CN
39.152.12.236,,China Mobile Communications Corporation,CN
39.152.188.24,,China Mobile Communications Corporation,CN
39.153.168.211,,China Mobile Communications Corporation,CN
39.164.91.67,,China Mobile Communications Corporation,CN
39.164.94.190,,China Mobile Communications Corporation,CN
39.165.214.86,,China Mobile Communications Corporation,CN
39.171.202.219,,China Mobile Communications Corporation,CN
39.171.42.206,,China Mobile Communications Corporation,CN
39.174.42.18,,China Mobile Communications Corporation,CN
39.175.168.57,,China Mobile Communications Corporation,CN
39.181.37.160,,China Mobile Communications Corporation,CN
39.183.162.243,,China Mobile Communications Corporation,CN
39.185.89.241,,China Mobile Communications Corporation,CN
39.47.4.29,AS17557,Pakistan Telecommuication company limited,PK
39.47.49.143,AS17557,Pakistan Telecommuication company limited,PK
39.64.240.14,AS4837,China Unicom Shandong province network,CN
39.77.134.117,AS4837,China Unicom Shandong province network,CN
39.96.18.2,AS37963,Aliyun Computing Co., LTD,CN
39.96.22.234,AS37963,Aliyun Computing Co., LTD,CN
4.157.39.13,,Microsoft Corporation,US
4.17.226.146,,Level 3 Parent, LLC,US
4.186.31.101,,Microsoft Corporation,US
4.193.168.228,,Microsoft Corporation,US
4.204.200.16,,Microsoft Corporation,US
4.204.225.251,,Microsoft Corporation,US
4.210.186.201,,Microsoft Corporation,US
4.210.91.174,,Microsoft Corporation,US
4.211.84.189,,Microsoft Corporation,US
4.212.243.161,,Microsoft Corporation,US
4.213.160.153,,Microsoft Corporation,US
4.219.8.165,,Microsoft Corporation,US
4.221.162.168,,Microsoft Corporation,US
4.223.172.220,,Microsoft Corporation,US
4.223.224.249,,Microsoft Corporation,US
4.223.64.52,,Microsoft Corporation,US
4.223.83.231,,Microsoft Corporation,US
4.225.166.168,,Microsoft Corporation,US
4.231.224.223,,Microsoft Corporation,US
4.232.94.52,,Microsoft Corporation,US
4.236.151.4,,Microsoft Corporation,US
4.240.101.158,,Microsoft Corporation,US
4.240.82.91,,Microsoft Corporation,US
40.115.139.4,,Microsoft Corporation,US
40.117.97.0,,Microsoft Corporation,US
40.127.140.87,,Microsoft Corporation,US
40.77.167.10,,Microsoft Corporation,US
40.81.231.27,,Microsoft Corporation,US
40.81.244.142,,Microsoft Corporation,US
40.82.214.8,,Microsoft Corporation,US
40.83.182.122,,Microsoft Corporation,US
40.83.91.255,,Microsoft Corporation,US
41.111.178.165,AS36947,41.111.0.0/20 LAGHOUAT RESIDENTIEL,DZ
41.128.181.196,AS24863,Link Egypt,EG
41.128.181.199,AS24863,Link Egypt,EG
41.139.0.144,AS35091,Teledata Network ? For internet use in Tamale,GH
41.139.0.94,AS35091,Teledata Network ? For internet use in Tamale,GH
41.139.10.43,AS35091,Assigned for Y-Zone service,GH
41.139.11.177,AS35091,Assigned for Y-Zone service,GH
41.139.11.99,AS35091,Assigned for Y-Zone service,GH
41.139.44.139,AS35091,Block for our cafeclub service,GH
41.139.44.216,AS35091,Block for our cafeclub service,GH
41.139.46.116,AS35091,Block for our cafeclub service,GH
41.139.9.9,AS35091,Assigned for Y-Zone service,GH
41.140.100.177,AS36903,Maroc Telecom,MA
41.140.119.151,AS36903,Maroc Telecom,MA
41.142.64.100,AS36903,ADSL_Maroc_telecom,MA
41.153.30.107,as36992,Etisalat-Misr 3G subscribers,EG
41.158.48.201,AS16058,Réseau Internet IPMPLS partie Backbone,GA
41.178.230.115,AS24863,Link Egypt,EG
41.181.156.205,,MTN Business SA Customer,ZA
41.191.229.226,AS30844,elite computers temporary,KE
41.193.88.91,AS11845,Vox Telecom Ltd,ZA
41.200.20.153,AS327931,OTA_ALLOCATION,DZ
41.211.16.186,AS35091,Teledata Network – For clients(wan with internet),GH
41.211.4.53,AS35091,Teledata Network – Client in VLANs for Accra,GH
41.214.10.178,AS8346,PE_BAS5 | cont isp1 | pool1 pour ARC Informatique,SN
41.214.124.177,AS8346,Pool-ADSL-Sonatel-Multimedia,SN
41.214.124.72,AS8346,Pool-ADSL-Sonatel-Multimedia,SN
41.214.54.171,AS8346,pool9-Orange-BAS5,SN
41.215.125.250,AS15808,SECO@Home - Sadiq Hussein,KE
41.216.177.55,AS139989,Atha media prima,ID
41.216.178.119,AS139989,Atha media prima,ID
41.216.209.2,AS328459,vbncore& broadband wifi cust 1,BW
41.216.211.237,AS328459,vbncore& broadband wifi cust 1,BW
41.216.215.131,AS328459,vbn-btc-metro-customers-2,BW
41.220.144.172,AS327931,Djezzy VSAT Network,DZ
41.220.146.49,AS327931,Djezzy VSAT Network,DZ
41.220.3.101,AS36901,DATANET LLC,UG
41.224.62.206,,organisation : ORANGE TUNISIE INTERNET,TN
41.231.85.75,,Agence Tunisienne Internet - ATI,TN
41.242.115.83,,Dolphin Telecom customer prefix,GH
41.242.115.84,,Dolphin Telecom customer prefix,GH
41.242.142.196,AS22690,Axiom Customers Block,RW
41.251.50.140,AS36903,ADSL_Maroc_telecom,MA
41.33.159.194,AS8452,TE Data,EG
41.33.91.226,AS8452,TE Data,EG
41.41.185.46,AS8452,TE Data,EG
41.45.234.244,AS8452,TE Data,EG
41.57.140.9,,Screamer Ellisras Client Pool,ZA
41.59.228.160,AS33765,TANZANIA TELECOMMUNICATIONS CO. LTD,TZ
41.59.229.33,AS33765,TANZANIA TELECOMMUNICATIONS CO. LTD,TZ
41.63.62.103,AS37532,WORLD BANK,ZM
41.65.118.172,as36992,Ramsis Enterprise Customers Static IPs,EG
41.73.0.47,AS37004,THIS PREFIX IS FOR SUBURBAN BROADBAND LTD NIGERIA WESTAFRICA.,NG
41.74.7.130,,OTI CYBERS OTI),BJ
41.74.7.161,,OTI CYBERS OTI),BJ
41.75.114.30,AS37187,Fixed WImax Pool,MW
41.76.86.174,AS37209,Hyperia Ltd,NG
41.79.19.144,AS37317,breeband.co.za,ZA
41.79.19.7,AS37317,breeband.co.za,ZA
41.79.59.1,AS327770,Telecel Zimbabwe,ZW
41.82.37.35,AS8346,POOL ADSL REGION,SN
41.82.41.176,AS8346,POOL ADSL REGION,SN
41.82.42.96,AS8346,POOL ADSL REGION,SN
41.82.50.54,AS8346,POOL ADSL REGION,SN
41.82.52.124,AS8346,POOL ADSL REGION,SN
41.82.53.184,AS8346,POOL ADSL REGION,SN
41.86.34.139,AS36958,CWS Public Services,SC
41.89.128.6,AS36914,Technical University of Mombasa,KE
41.90.100.147,AS33771,Safaricom Limited,KE
41.93.28.9,AS37182,Education_Research_services,TZ
41.99.50.233,AS36947,Fawri ( Oran 1 et 2),DZ
42.112.110.156,AS18403,FPT Telecom,VN
42.112.42.129,AS18403,FPT Telecom,VN
42.117.118.60,AS18403,FPT Telecom Company,VN
42.123.115.109,,Cloud Computing Branch Corporation network,CN
42.200.60.186,AS4515,HKT Limited,HK
42.200.66.116,AS4515,Hong Kong Telecommunications (HKT) Limited Business Internet,HK
42.200.66.164,AS4515,Hong Kong Telecommunications (HKT) Limited Business Internet,HK
42.200.71.221,AS4515,Hong Kong Telecommunications (HKT) Limited Business Internet,HK
42.200.73.3,AS4515,Hong Kong Telecommunications (HKT) Limited Business Internet,HK
42.200.78.166,AS4515,Hong Kong Telecommunications (HKT) Limited Business Internet,HK
42.200.78.78,AS4515,Hong Kong Telecommunications (HKT) Limited Business Internet,HK
42.240.144.74,,Shanghai UCloud Information Technology Company Limited,CN
42.240.149.189,,Shanghai UCloud Information Technology Company Limited,CN
42.4.60.140,AS4837,UNICOM Liaoning Province Network,CN
42.4.62.108,AS4837,UNICOM Liaoning Province Network,CN
42.51.41.137,AS4837,Henan Telcom Union Technology Co., LTD,CN
42.51.42.209,AS4837,Henan Telcom Union Technology Co., LTD,CN
42.81.4.42,,CHINANET TIANJIN PROVINCE NETWORK,CN
42.96.16.250,AS131423,Long Van System Solution JSC,VN
42.96.19.37,AS131423,Long Van System Solution JSC,VN
42.96.20.16,AS131423,Long Van System Solution JSC,VN
42.96.43.148,AS45903,CMC Telecom Infrastructure Company,VN
43.100.43.189,AS134963,Alibaba Cloud (Singapore) Private Limited,SG
43.106.63.236,AS134963,Alibaba Cloud (Singapore) Private Limited,SG
43.108.17.172,AS134963,Alibaba Cloud (Singapore) Private Limited,SG
43.108.22.171,AS134963,Alibaba Cloud (Singapore) Private Limited,SG
43.110.139.89,AS134963,Alibaba Cloud (Singapore) Private Limited,SG
43.112.118.129,AS45102,Alibaba Cloud (Singapore) Private Limited,SG
43.128.106.113,AS132203,6 COLLYER QUAY,SG
43.128.122.242,AS132203,6 COLLYER QUAY,SG
43.128.149.159,AS132203,6 COLLYER QUAY,KR
43.128.66.35,AS132203,6 COLLYER QUAY,SG
43.128.81.242,AS132203,6 COLLYER QUAY,SG
43.129.237.250,AS132203,6 COLLYER QUAY,HK
43.130.90.166,AS132203,6 COLLYER QUAY,US
43.131.226.106,AS132203,6 COLLYER QUAY,KR
43.132.227.251,AS132203,6 COLLYER QUAY,HK
43.133.148.170,AS132203,16 COLLYER QUAY # 18-29 INCOME AT RAFFLES,ID
43.133.166.22,AS132203,6 COLLYER QUAY,JP
43.133.203.218,AS132203,6 COLLYER QUAY,JP
43.133.220.208,AS132203,6 COLLYER QUAY,JP
43.133.42.251,AS132203,6 COLLYER QUAY,SG
43.134.113.23,AS132203,6 COLLYER QUAY,SG
43.134.124.193,AS132203,6 COLLYER QUAY,SG
43.134.187.172,AS132203,6 COLLYER QUAY,SG
43.134.31.226,AS132203,6 COLLYER QUAY,SG
